,epsilon,RSS_lbd_01,RSS_lbd_1,RSS_lbd_10,RSS_lbd_100,RSS_lbd_1000,RSS_DP1_lbd_01,RSS_DP1_lbd_1,RSS_DP1_lbd_10,RSS_DP1_lbd_100,RSS_DP1_lbd_1000,RSS_DP2_lbd_01,RSS_DP2_lbd_1,RSS_DP2_lbd_10,RSS_DP2_lbd_100,RSS_DP2_lbd_1000
0,0.001,0.3105912812938494,0.3508116497222006,0.2667242209631577,0.5229250790476468,0.3668777749615604,0.31058923949092937,0.3509136340957135,0.2667044593108152,0.5229275363344424,0.3669016369323981,0.3361181200893987,0.27515562172252944,0.2789085684978551,0.27873883932475896,0.36045247395396063
1,0.0062105263157894745,0.6075359575791217,0.2851567904737142,0.2548928759095335,0.3415821699172042,0.5857870047735572,0.6075983958615185,0.2851402691242813,0.254896251191653,0.34162745006751644,0.5858248023498518,0.5728925852355875,0.4963944307494797,0.2374738013452605,0.3650718715157768,0.5136104016552873
2,0.011421052631578943,0.3853005896093653,0.31212322034908363,0.2686652068771079,0.2425144960732309,0.3980538521457063,0.3853296950291503,0.3121078746610638,0.26844163780816144,0.2425103865900456,0.3980654635606152,0.6378546661876219,0.27419735349087104,0.25034070630882826,0.34974465773724955,0.535373325240093
3,0.016631578947368414,0.6259326524163241,0.40409296852916654,0.2369058882022081,0.26723890674278084,0.4882587742614322,0.6259397563297152,0.404198303338208,0.2368841058306649,0.26723303515530683,0.4882711291941364,0.517145576512709,0.2566522298426555,0.26886944358962844,0.3379826300865239,0.4186636200292848
4,0.02184210526315789,0.5717297558943735,0.4550725199048826,0.27280617640039084,0.3530722420522555,0.5019938575147513,0.5716757091040098,0.4549885892794899,0.27253622191522603,0.353044147403,0.5019990107824694,0.6561929591105283,0.2954576833181949,0.2596568538582709,0.32925099789964685,0.3916471180104327
5,0.02705263157894737,0.4437418511473781,0.2617857847804416,0.2377057443042539,0.30898826444350397,0.3716263527527311,0.4437600833698771,0.2617246030805856,0.2376901414738873,0.30898960290726146,0.3716558888697256,0.5224380988599385,0.28378951771160504,0.28587435413039386,0.450298391167747,0.5650013397322248
6,0.03226315789473684,0.3231580817074289,0.4597503421284436,0.2813261153547989,0.37631975203847823,0.6222770810077467,0.32315220613017864,0.4597343015365842,0.2812912898028645,0.37624870206780825,0.622295357050375,0.3872154225698161,0.28838152543366546,0.2485222705229385,0.30240567599680424,0.4029582023532327
7,0.03747368421052632,0.3084131825879619,0.2849734763448455,0.25411190917246845,0.3221733811514026,0.5668519939276391,0.30840397771176065,0.2849914800730655,0.25403652217536243,0.322184882684775,0.5668233503595881,0.4524069719027154,0.354589438381439,0.2649091696481098,0.4497602983025776,0.4601167662990962
8,0.04268421052631579,0.3973831406107777,0.4324618644660492,0.2511752937518159,0.3682943600479557,0.5704795300089174,0.39734926988038616,0.43257709258692334,0.25103668293980536,0.368280374862177,0.5704826333965788,0.5825421788161398,0.3320390368732826,0.23936287006323856,0.3437942455355668,0.3775826400480592
9,0.04789473684210526,0.4186646374942247,0.3108838944885764,0.25672958828333137,0.33255764973860474,0.40448257308873703,0.4186846055964779,0.3108668910931769,0.2566243009919216,0.3324988548596644,0.4044965963229134,0.6735936674546371,0.3749880741406768,0.27383419876302684,0.4176854675306312,0.4815550735152359
10,0.05310526315789474,0.5373533429915888,0.3170575317215347,0.2269855316484396,0.30393114889979045,0.4064927567702411,0.5373491730727975,0.31703618830240515,0.22695953633971525,0.30394502080441704,0.4064845177552444,0.5771817059541221,0.40743389295885424,0.2317898664012392,0.32583907314441235,0.5512142900106767
11,0.05831578947368421,0.5606683445412826,0.25532519549033617,0.2575508911585065,0.2562719691377868,0.5609350375825392,0.5607087725053376,0.2553656176303689,0.25743570598917903,0.2562735476827225,0.5608656662559885,0.6319687604191819,0.2475882013843765,0.26629679756218083,0.295059611500067,0.3871149955250341
12,0.06352631578947368,0.3392294019694648,0.3367318885239352,0.2346553625686251,0.34975597040063183,0.4470059780680093,0.3392146544858387,0.3367788195984248,0.234670621396392,0.3497149845734133,0.4469618745836021,0.5722902704024214,0.3070438651669969,0.2580387356223798,0.3777407957615154,0.4555730467193372
13,0.06873684210526315,0.6454562226390751,0.3086410209238165,0.2515274704871702,0.3319345340406564,0.5180196967466968,0.6454448032179262,0.3087038658456908,0.25158809765331264,0.33191977009050405,0.5180343617781066,0.4079473961359564,0.2757373970678812,0.2469119770430433,0.30192873096072825,0.3043066497228621
14,0.07394736842105264,0.6398465722342894,0.3905086070112868,0.25366452834911635,0.453743524370719,0.4994407172183004,0.6398316236290067,0.3905909789506461,0.2538183271279857,0.4537212169545916,0.4994907837125581,0.6073206646934126,0.29096277008478544,0.25923611064097873,0.3537875161491237,0.3940687438636271
15,0.07915789473684211,0.37767343774574097,0.2990132938050334,0.2489358463519899,0.3336982893964425,0.5522691660921908,0.3776797541406812,0.29898077954269203,0.24895542716936625,0.3337915696306153,0.5522793295203756,0.4639285967486103,0.3793902132918334,0.2418668705377537,0.4226694845048518,0.5355693797388711
16,0.08436842105263158,0.6168446545099506,0.5461087055134166,0.2541332989560561,0.4281935424050315,0.4570151662108581,0.6168489891056581,0.5459565206562482,0.2540101813147487,0.4281354068565159,0.4570841585054986,0.4615864093128812,0.3844091145252864,0.25850670327680697,0.29861451131374683,0.5542050408226662
